data-cultivo1-nombre,data-cultivo1-trabajo_comunal,data-cultivo1-obtuvo_producto,data-cultivo1-factores_no_cosecha-se_debio,data-cultivo1-factores_no_cosecha-otro_factor,data-cultivo1-factores_no_cosecha-factores_ambientales,data-cultivo1-factores_no_cosecha-otro_factor_ambiental,data-cultivo1-factores_no_cosecha-factores_manejo,data-cultivo1-factores_no_cosecha-otro_factor_manejo,data-cultivo1-fecha_cosecha-inicio,data-cultivo1-fecha_cosecha-termino,data-cultivo1-momento_cosecha,data-cultivo1-especifique_momento_cosecha,data-cultivo1-foto_cosecha,PARENT_KEY,KEY
Papa,cosecha,si, , , , , , ,10/03/21,15/03/21,madurez_fisiologica, , ,uuid:f565a4d0-ed83-4f75-9af5-fa3a10f7954b,uuid:f565a4d0-ed83-4f75-9af5-fa3a10f7954b/cultivo1[1]
Papa,cosecha,si, , , , , , ,05/03/21,25/03/21,madurez_fisiologica, , ,uuid:d5e9c1ed-17d6-4342-93bd-5d53eec8e061,uuid:d5e9c1ed-17d6-4342-93bd-5d53eec8e061/cultivo1[1]
Papa,"siembra, cosecha",si, , , , , , ,20/04/21,28/04/21,madurez_fisiologica, , ,uuid:d374bbdf-88e6-423f-8526-283c57bf3035,uuid:d374bbdf-88e6-423f-8526-283c57bf3035/cultivo1[1]
Papa,cosecha,si, , , , , , ,20/02/21,23/02/21,madurez_comercial, , ,uuid:222ca44d-a367-4e2b-a258-6d9b6d2068be,uuid:222ca44d-a367-4e2b-a258-6d9b6d2068be/cultivo1[1]
Papa,cosecha,si, , , , , , ,01/05/21,15/05/21,ciclo_lunar, , ,uuid:82ee673a-f37d-4ecc-9a89-90aa2e6c7f8f,uuid:82ee673a-f37d-4ecc-9a89-90aa2e6c7f8f/cultivo1[1]
Papa,cosecha,si, , , , , , ,10/07/21,18/07/21,madurez_fisiologica, , ,uuid:e224e191-9b70-4b0e-8155-8bca81162e93,uuid:e224e191-9b70-4b0e-8155-8bca81162e93/cultivo1[1]
Papa,cosecha,si, , , , , , , , ,madurez_fisiologica, , ,uuid:e224e191-9b70-4b0e-8155-8bca81162e93,uuid:e224e191-9b70-4b0e-8155-8bca81162e93/cultivo1[2]
Papa,cosecha,si, , , , , , ,15/05/21,28/05/21,ciclo_lunar, , ,uuid:94a4afe0-879e-4a94-8954-fb55f56380af,uuid:94a4afe0-879e-4a94-8954-fb55f56380af/cultivo1[1]
Papa,cosecha,si, , , , , , ,02/02/21,20/03/21,madurez_fisiologica, , ,uuid:d1ceeb0d-474c-4a80-9f8e-4c0778d39aca,uuid:d1ceeb0d-474c-4a80-9f8e-4c0778d39aca/cultivo1[1]
Papa,cosecha,si, , , , , , ,08/02/21,20/02/21,madurez_fisiologica, , ,uuid:ef7ef800-f5ab-4a08-936b-f1cd786225d8,uuid:ef7ef800-f5ab-4a08-936b-f1cd786225d8/cultivo1[1]
Papa,cosecha,si, , , , , , ,20/07/21,20/08/21,madurez_fisiologica, , ,uuid:b5cee76e-8a0f-4c22-ab2b-cecc30a92c4d,uuid:b5cee76e-8a0f-4c22-ab2b-cecc30a92c4d/cultivo1[1]
Papa,cosecha,si, , , , , , ,15/03/21,21/03/21,madurez_fisiologica, , ,uuid:3d25e553-4c81-492c-998e-979c0e1f8397,uuid:3d25e553-4c81-492c-998e-979c0e1f8397/cultivo1[1]
Papa,cosecha,si, , , , , , ,15/03/21,15/04/21,ciclo_lunar, , ,uuid:b80bb393-ee00-4ad2-8ce9-ed84a600b345,uuid:b80bb393-ee00-4ad2-8ce9-ed84a600b345/cultivo1[1]
Papa,cosecha,si, , , , , , ,05/04/21,15/04/21,ciclo_lunar, , ,uuid:1789a317-6826-4c1e-8b7d-3359e2c779e0,uuid:1789a317-6826-4c1e-8b7d-3359e2c779e0/cultivo1[1]
Papa,cosecha,si, , , , , , ,10/03/21,25/03/21,madurez_fisiologica, , ,uuid:1a99cc6a-1a88-4bee-aac9-797725c51741,uuid:1a99cc6a-1a88-4bee-aac9-797725c51741/cultivo1[1]
Papa,cosecha,si, , , , , , ,10/03/21,15/03/21,madurez_fisiologica, , ,uuid:2bf1613b-839a-4c02-ae6b-371c74b93c91,uuid:2bf1613b-839a-4c02-ae6b-371c74b93c91/cultivo1[1]
Papa,"cosecha, siembra",si, , , , , , ,10/03/21,12/03/21,condiciones_agroclimaticas, , ,uuid:95f6c0c6-b426-4af7-9fa9-470d7caada8d,uuid:95f6c0c6-b426-4af7-9fa9-470d7caada8d/cultivo1[1]
Papa,cosecha,si, , , , , , ,28/06/21,28/06/21,condiciones_agroclimaticas, , ,uuid:dad8c878-ea2c-4341-b7ce-b83519e694f9,uuid:dad8c878-ea2c-4341-b7ce-b83519e694f9/cultivo1[1]
Papa,cosecha,si, , , , , , ,05/03/21,18/03/21,condiciones_agroclimaticas, , ,uuid:1cf824d6-012f-4edc-8181-6b25b1c7e26e,uuid:1cf824d6-012f-4edc-8181-6b25b1c7e26e/cultivo1[1]
Papa,cosecha,si, , , , , , ,04/02/21,03/03/21,condiciones_agroclimaticas, , ,uuid:9ac6ab82-ed5f-4c10-80c0-7e24394c1025,uuid:9ac6ab82-ed5f-4c10-80c0-7e24394c1025/cultivo1[1]
Papa,cosecha,si, , , , , , ,05/03/21,04/04/21,condiciones_agroclimaticas, , ,uuid:bce060ec-49a7-44b8-9b99-a94dde44af6a,uuid:bce060ec-49a7-44b8-9b99-a94dde44af6a/cultivo1[1]
Papa,cosecha,si, , , , , , ,03/04/21,07/04/21,condiciones_agroclimaticas, , ,uuid:6f1e8606-5d69-4001-9a86-a1b952f52e63,uuid:6f1e8606-5d69-4001-9a86-a1b952f52e63/cultivo1[1]
Papa,cosecha,si, , , , , , ,01/04/21,02/05/21,condiciones_agroclimaticas, , ,uuid:33d24dbc-685c-4168-9e42-8c39a8814926,uuid:33d24dbc-685c-4168-9e42-8c39a8814926/cultivo1[1]
Papa,cosecha,si, , , , , , ,02/05/21,15/05/21,condiciones_agroclimaticas, , ,uuid:3a52a4f7-e1e3-4c55-89f2-1dfd6ec13311,uuid:3a52a4f7-e1e3-4c55-89f2-1dfd6ec13311/cultivo1[1]
Papa,cosecha,si, , , , , , ,02/02/21,03/03/21,condiciones_agroclimaticas, , ,uuid:b7d35d23-9895-4f38-94c8-f6f93b1182d6,uuid:b7d35d23-9895-4f38-94c8-f6f93b1182d6/cultivo1[1]
Papa,cosecha,si, , , , , , ,01/04/21,15/04/21,condiciones_agroclimaticas, , ,uuid:914eef04-4406-46cd-892e-b924fabc47a8,uuid:914eef04-4406-46cd-892e-b924fabc47a8/cultivo1[1]
Papa,cosecha,si, , , , , , ,01/03/21,01/04/21,condiciones_agroclimaticas, , ,uuid:dc3d2da6-1bf1-49d0-9f14-4fe9bad474a4,uuid:dc3d2da6-1bf1-49d0-9f14-4fe9bad474a4/cultivo1[1]
Papa,cosecha,si, , , , , , ,15/08/21,21/08/21,condiciones_agroclimaticas, , ,uuid:7396b837-f747-4da7-981c-37717c57ad66,uuid:7396b837-f747-4da7-981c-37717c57ad66/cultivo1[1]
Papa,cosecha,si, , , , , , ,10/02/21,15/02/21,condiciones_agroclimaticas, , ,uuid:967ebbc0-56a6-47b8-8c32-97d81191f542,uuid:d26e336e-2268-4b13-a774-ce8691b0bef6/cultivo1[1]
Papa,cosecha,si,,,,,,,12/03/21,18/03/21,condiciones_agroclimaticas,,,uuid:e590dd2b-7ed1-4bc2-8705-fd8d5a695c91,
Papa,cosecha,si,,,,,,,12/07/21,15/07/21,condiciones_agroclimaticas,,,uuid:d26e336e-2268-4b13-a774-ce8691b0bef6,
Papa,cosecha,si, , , , , , ,10/08/21,19/08/21,condiciones_agroclimaticas, , ,uuid:b0c15cf4-c60a-435f-a3d9-738356fbb2b9,uuid:b0c15cf4-c60a-435f-a3d9-738356fbb2b9/cultivo1[1]
Papa,cosecha,si, , , , , , ,15/09/21,18/09/21,madurez_fisiologica, , ,uuid:19caee45-e661-4d3a-bb36-4385137b4b33,uuid:19caee45-e661-4d3a-bb36-4385137b4b33/cultivo1[1]
Papa,cosecha,si,,,,,,,10/09/21,12/09/21,madurez_fisiologica,,,uuid:d990249f-6f89-433f-b039-c18c05dce134,uuid:d990249f-6f89-433f-b039-c18c05dce134
Papa,cosecha,si,,,,,,,18/08/21,25/08/21,madurez_fisiologica,,,uuid:a0ba8781-4a9a-4ab0-aa4a-eac7a05d1ddf,uuid:a0ba8781-4a9a-4ab0-aa4a-eac7a05d1ddf
Papa,cosecha,si,,,,,,,10/10/21,15/10/21,madurez_fisiologica,,,uuid:f9e86ea6-5b19-4d7f-8066-695d290680ae,uuid:f9e86ea6-5b19-4d7f-8066-695d290680ae
Papa,cosecha,si,,,,,,,10/08/21,18/08/21,madurez_fisiologica,,,uuid:f38c13bc-dd5d-4753-8441-871c3624cbd0,uuid:f38c13bc-dd5d-4753-8441-871c3624cbd0
Papa,cosecha,si,,,,,,,18/09/21,21/09/21,madurez_fisiologica,,,uuid:07d86b1b-e7fa-489c-ab5b-b6787f3dedda,uuid:07d86b1b-e7fa-489c-ab5b-b6787f3dedda
Papa,cosecha,si,,,,,,,25/08/21,30/08/21,madurez_fisiologica,,,uuid:fec820b3-7d2a-4ac8-815b-727a6bcae109,uuid:fec820b3-7d2a-4ac8-815b-727a6bcae109
Papa,cosecha,si,,,,,,,22/03/21,27/03/21,madurez_fisiologica,,,uuid:f24d3608-2877-46bd-8c2b-2019527db65c,uuid:f24d3608-2877-46bd-8c2b-2019527db65c
Papa,cosecha,si, , , , , , ,12/02/22,12/02/22,dureza_grano, ,https://drive.google.com/open?id=14v7FykXWOyH1NDjvBhXO6JzN8otnQMiT,uuid:78c6dd43-554e-4046-9e6f-624c09ea95ae,uuid:78c6dd43-554e-4046-9e6f-624c09ea95ae/cultivo1[1]
Papa,cosecha,si, , , , , , ,12/02/22,12/02/22,dureza_grano, ,https://drive.google.com/open?id=1V_1ilQ_-LQtuXb_6IC2eRNkwuUbz8ujy,uuid:78c6dd43-554e-4046-9e6f-624c09ea95ae,uuid:78c6dd43-554e-4046-9e6f-624c09ea95ae/cultivo1[2]
Papa,"siembra, cosecha",si, , , , , , ,10/08/21,17/08/21,madurez_fisiologica, ,https://drive.google.com/open?id=16AJH3IlHLt-KfnFHZ6q2AsNMbx5C0lw0,uuid:fd6a795b-0461-4093-9bc0-f94360aea5df,uuid:fd6a795b-0461-4093-9bc0-f94360aea5df/cultivo1[1]
 ,"siembra, cosecha",si, , , , , , ,10/08/21,17/08/21,madurez_fisiologica, , ,uuid:fd6a795b-0461-4093-9bc0-f94360aea5df,uuid:fd6a795b-0461-4093-9bc0-f94360aea5df/cultivo1[2]
Papa,"siembra, cosecha",si, , , , , , ,08/02/22,14/02/22,madurez_fisiologica, ,https://drive.google.com/open?id=1e4acXHK12xeZpYpKrviONa7Op80wMV-8,uuid:7556692e-2e8a-4d7e-acc0-ebed87f7e956,uuid:7556692e-2e8a-4d7e-acc0-ebed87f7e956/cultivo1[1]
 , ,no,otro, , , , , , , ,plagas_o_enfermedades, , ,uuid:7556692e-2e8a-4d7e-acc0-ebed87f7e956,uuid:7556692e-2e8a-4d7e-acc0-ebed87f7e956/cultivo1[2]
Papa,"siembra, cosecha",si, , , , , , ,15/06/21,22/06/21,madurez_fisiologica, ,https://drive.google.com/open?id=1w7QCPH5Ho0UECs9fZr579Pg4r5sxKC-c,uuid:b62fed4d-8038-4e0b-9858-d4c406d0fd6e,uuid:b62fed4d-8038-4e0b-9858-d4c406d0fd6e/cultivo1[1]
Papa,"siembra, cosecha",si, , , , , , , , ,condiciones_agroclimaticas, , ,uuid:b62fed4d-8038-4e0b-9858-d4c406d0fd6e,uuid:b62fed4d-8038-4e0b-9858-d4c406d0fd6e/cultivo1[2]
Papa,cosecha,si, , , , , , ,05/10/21,03/12/21,madurez_fisiologica, ,https://drive.google.com/open?id=15C87-pwvKdlKMlrkQOm7O9nXiFgmk9gv,uuid:f2c9e9f5-9a73-4dc8-85c9-a83bd9acb91f,uuid:f2c9e9f5-9a73-4dc8-85c9-a83bd9acb91f/cultivo1[1]
Papa, ,si, , , , , , ,05/05/22,07/05/22,Fecha, ,https://drive.google.com/open?id=1Fez5VLUBiavrOwsgKdpfLU9PoAK6ksUL,uuid:fcd36bb9-511b-415f-ac37-23c9dd1cfa49,uuid:fcd36bb9-511b-415f-ac37-23c9dd1cfa49/cultivo1[1]
Papa,cosecha,si, , , , , , ,28/01/23,06/02/23,madurez_fisiologica, ,https://drive.google.com/open?id=1Rv_m5YGZk7r1DAKs2flfFWTMcdzRm5R_,uuid:450845f2-4006-4abe-a86c-262cb3b72da3,uuid:450845f2-4006-4abe-a86c-262cb3b72da3/cultivo1[1]
