data-cosecha_manual-actividad1-informacion_m-cultivo,data-cosecha_manual-actividad1-informacion_m-realizo_actividad,data-cosecha_manual-actividad1-informacion_m-fecha,data-cosecha_manual-actividad1-realizada,data-cosecha_manual-actividad1-otra_actividad,data-cosecha_manual-actividad1-utilizo_implemento,data-cosecha_manual-actividad1-mas_de_un_implemento-numero_implementos,data-cosecha_manual-actividad1-mas_de_un_implemento-implemento_utilizado,data-cosecha_manual-actividad1-jornal-numero_personas_participaron,data-cosecha_manual-actividad1-jornal-costo_dia,data-cosecha_manual-actividad1-jornal-jornadas_utilizadas,data-cosecha_manual-actividad1-jornal-duracion,data-cosecha_manual-actividad1-jornal-tipo_costo,data-cosecha_manual-actividad1-descripcion1,PARENT_KEY,KEY
Papa,si,20/06/21,cosecha, ,si,1,otro,16,25,16,8,estimado,La cosecha demoró 4 dias,uuid:a290421f-27ad-4a1a-9d7e-1219aea1a24a,uuid:a290421f-27ad-4a1a-9d7e-1219aea1a24a/actividad1[1]
Papa,si,23/06/21,acarreo, ,no, , ,2,25,2,4,estimado, ,uuid:a290421f-27ad-4a1a-9d7e-1219aea1a24a,uuid:a290421f-27ad-4a1a-9d7e-1219aea1a24a/actividad1[2]
Papa,si,10/06/21,cosecha, ,si,1,otro,8,25,8,8,estimado, ,uuid:ad1d515f-ad85-4b75-afe7-581ee1f56ea9,uuid:ad1d515f-ad85-4b75-afe7-581ee1f56ea9/actividad1[1]
Papa,si,13/06/21,acarreo, ,no, , ,2,25,2,4,estimado,Se realizo al hombro,uuid:ad1d515f-ad85-4b75-afe7-581ee1f56ea9,uuid:ad1d515f-ad85-4b75-afe7-581ee1f56ea9/actividad1[2]
Papa,si,27/06/21,cosecha, ,si,1,otro,14,25,14,8,estimado,La cosecha demoró 7 días,uuid:59ae56c7-3ac7-4b58-b0ae-ded72124bb3d,uuid:59ae56c7-3ac7-4b58-b0ae-ded72124bb3d/actividad1[1]
Papa,si,04/07/21,acarreo, ,no, , ,4,25,4,3,estimado,Se realizó al hombro,uuid:59ae56c7-3ac7-4b58-b0ae-ded72124bb3d,uuid:59ae56c7-3ac7-4b58-b0ae-ded72124bb3d/actividad1[2]
Papa,si,30/07/21,acarreo, ,no, , ,8,30,5,8,estimado,La cosecha se realizó con familiares,uuid:65b006e0-fcda-4ece-990e-988808900752,uuid:65b006e0-fcda-4ece-990e-988808900752/actividad1[1]
Papa,si,14/08/21,acarreo, ,si,1,otro,8,30,2,8,estimado,Cosecha de papa por familiares,uuid:e1e7d254-1d28-499c-8853-297e0946b9ce,uuid:e1e7d254-1d28-499c-8853-297e0946b9ce/actividad1[1]
Papa,si,07/08/21,cosecha, ,si,1,otro,12,30,4,8,estimado,Cosecha realizada por la familia,uuid:cda68168-8c03-4d8d-a87a-329866ec0fce,uuid:cda68168-8c03-4d8d-a87a-329866ec0fce/actividad1[1]
Papa,si,10/08/21,cosecha, ,si,1,otro,12,25,12,6,estimado, ,uuid:985fd96a-3967-4e8f-ac91-33bee89a51d0,uuid:985fd96a-3967-4e8f-ac91-33bee89a51d0/actividad1[1]
Papa,si,12/08/21,acarreo, ,no, , ,2,25,2,4,estimado,Se realizó al hombro,uuid:985fd96a-3967-4e8f-ac91-33bee89a51d0,uuid:985fd96a-3967-4e8f-ac91-33bee89a51d0/actividad1[2]
Papa,si,02/08/21,cosecha, ,si,1,otro,14,30,14,8,estimado, ,uuid:930f7f4f-af6b-44ba-902b-50d8e15aaf42,uuid:930f7f4f-af6b-44ba-902b-50d8e15aaf42/actividad1[1]
Papa,si,04/08/21,acarreo, ,no, , ,4,30,4,6,estimado,Se hizo el traslado con caballo,uuid:930f7f4f-af6b-44ba-902b-50d8e15aaf42,uuid:930f7f4f-af6b-44ba-902b-50d8e15aaf42/actividad1[2]
Papa,si,20/07/21,cosecha, ,si,1,otro,24,30,24,8,estimado, ,uuid:bf55f966-9efe-4ec0-b804-bb330c9459b9,uuid:bf55f966-9efe-4ec0-b804-bb330c9459b9/actividad1[1]
Papa,si,22/07/21,acarreo, ,no, , ,4,30,4,6,estimado,Se hizo con ayuda de movilidad,uuid:bf55f966-9efe-4ec0-b804-bb330c9459b9,uuid:bf55f966-9efe-4ec0-b804-bb330c9459b9/actividad1[2]
Papa,si,14/07/21,cosecha, ,si,1,otro,17,30,17,8,estimado, ,uuid:2b134406-615b-42b4-bda8-5e0c79a9d22f,uuid:2b134406-615b-42b4-bda8-5e0c79a9d22f/actividad1[1]
Papa,si,16/07/21,acarreo, ,no, , ,3,25,3,4,estimado,Se hizo con ayuda de movilidad,uuid:2b134406-615b-42b4-bda8-5e0c79a9d22f,uuid:2b134406-615b-42b4-bda8-5e0c79a9d22f/actividad1[2]
Papa,si,14/08/21,cosecha, ,si,1,otro,5,30,5,8,estimado, ,uuid:a0ec4f05-0a39-473f-b5f3-ea48eb3c7293,uuid:a0ec4f05-0a39-473f-b5f3-ea48eb3c7293/actividad1[1]
Papa,si,16/08/21,acarreo, ,no, , ,2,25,2,4,estimado,Se hizo en movilidad,uuid:a0ec4f05-0a39-473f-b5f3-ea48eb3c7293,uuid:a0ec4f05-0a39-473f-b5f3-ea48eb3c7293/actividad1[2]
Papa,si,01/08/21,cosecha, ,si,1,otro,28,30,28,8,estimado,La cosecha se realizo en 7 días con 4 personas diarias,uuid:7d8fcd07-ab3b-40e0-b828-8ad5b01cb4ad,uuid:7d8fcd07-ab3b-40e0-b828-8ad5b01cb4ad/actividad1[1]
Papa,si,08/08/21,acarreo, ,no, , ,4,30,4,6,estimado,Se realizo con ayuda de movilidad,uuid:7d8fcd07-ab3b-40e0-b828-8ad5b01cb4ad,uuid:7d8fcd07-ab3b-40e0-b828-8ad5b01cb4ad/actividad1[2]
Papa,si,14/05/21,cosecha, ,si,1,otro,18,30,18,8,estimado,Se realizo la cosecha durante 6 días con 3 personas diarias,uuid:03e07f68-c999-4472-8bae-58654724b0b7,uuid:03e07f68-c999-4472-8bae-58654724b0b7/actividad1[1]
Papa,si,20/05/21,acarreo, ,no, , ,3,30,3,6,estimado,Se realizo con ayuda de acemilas,uuid:03e07f68-c999-4472-8bae-58654724b0b7,uuid:03e07f68-c999-4472-8bae-58654724b0b7/actividad1[2]
Papa,si,15/05/21,cosecha, ,si,1,otro,4,30,4,8,estimado,Se realizo la cosecha  durante dos días con dos personas,uuid:e3cfbf0d-f03e-4be1-a88f-c640d51a00df,uuid:e3cfbf0d-f03e-4be1-a88f-c640d51a00df/actividad1[1]
Papa,no,16/05/21,acarreo, ,no, , ,2,30,2,8,estimado,Se realizo al hombro,uuid:e3cfbf0d-f03e-4be1-a88f-c640d51a00df,uuid:e3cfbf0d-f03e-4be1-a88f-c640d51a00df/actividad1[2]
Papa,si,15/07/21,cosecha, ,si,1,otro,12,35,12,8,estimado,Se realizo la cosecha por 4 días con 3 personas,uuid:cf8423bb-cfbc-4458-b44a-f9b8f9f043a8,uuid:cf8423bb-cfbc-4458-b44a-f9b8f9f043a8/actividad1[1]
Papa,no,18/07/21,acarreo, ,no, , ,2,30,2,3,estimado,Se realizo con ayuda de bestias,uuid:cf8423bb-cfbc-4458-b44a-f9b8f9f043a8,uuid:cf8423bb-cfbc-4458-b44a-f9b8f9f043a8/actividad1[2]
Papa,si,15/07/21,cosecha, ,si,1,otro,9,35,9,8,estimado,Se realizo la cosecha 3 días con 3 personas,uuid:e979e200-8510-4111-9666-08559c36593b,uuid:e979e200-8510-4111-9666-08559c36593b/actividad1[1]
Papa,no,17/07/21,acarreo, ,no, , ,2,30,2,4,estimado,Se realizo con ayuda de bestias,uuid:e979e200-8510-4111-9666-08559c36593b,uuid:e979e200-8510-4111-9666-08559c36593b/actividad1[2]
Papa,si,12/05/21,cosecha, ,si,1,otro,18,30,18,6,estimado,Se realizo la cosecha durante 9 días con dos personas diarias,uuid:3ec2d650-f425-425e-a304-4404fa3b49ff,uuid:3ec2d650-f425-425e-a304-4404fa3b49ff/actividad1[1]
Papa,si,20/05/21,acarreo, ,no, , ,3,25,3,6,estimado,Se realizo con la ayuda de camioneta,uuid:3ec2d650-f425-425e-a304-4404fa3b49ff,uuid:3ec2d650-f425-425e-a304-4404fa3b49ff/actividad1[2]
Papa,si,15/04/21,cosecha, ,si,2,otro,24,30,24,7,estimado,Se realizó la cosecha durante 6 días con 4 personas diarias,uuid:ab531cf2-31f6-4c21-a299-6fbcd2a89209,uuid:ab531cf2-31f6-4c21-a299-6fbcd2a89209/actividad1[1]
Papa,si,20/04/21,acarreo, ,no, , ,6,35,6,6,estimado,Se realizo con ayuda de movilidad,uuid:ab531cf2-31f6-4c21-a299-6fbcd2a89209,uuid:ab531cf2-31f6-4c21-a299-6fbcd2a89209/actividad1[2]
Papa,si,20/07/21,cosecha, ,si,2,otro,12,35,12,8,estimado,Se realizo la cosecha con con 4 personas durante 3 días,uuid:5276dd95-325d-4281-acb2-7e5bf933ac6f,uuid:5276dd95-325d-4281-acb2-7e5bf933ac6f/actividad1[1]
Papa,si,22/07/21,acarreo, ,no, , ,3,35,3,4,estimado,Se realizo con ayuda de movilidad,uuid:5276dd95-325d-4281-acb2-7e5bf933ac6f,uuid:5276dd95-325d-4281-acb2-7e5bf933ac6f/actividad1[2]
Papa,si,10/07/21,cosecha, ,si,1,otro,10,30,10,6,estimado,Se realizo la cosecha durante 5 días con dos personas,uuid:d007849e-036f-444e-905e-20988121201a,uuid:d007849e-036f-444e-905e-20988121201a/actividad1[1]
Papa,si,28/07/21,acarreo, ,no, , ,2,25,2,2,estimado,Se realizo con ayuda de movilidad,uuid:d007849e-036f-444e-905e-20988121201a,uuid:d007849e-036f-444e-905e-20988121201a/actividad1[2]
Papa,si,05/04/21,cosecha, ,si,1,otro,24,35,24,8,estimado,Se realizo la cosecha durante 3 días con 8 personas diarias,uuid:a3ea20e3-fa9b-4b39-883c-3a7fe223da84,uuid:a3ea20e3-fa9b-4b39-883c-3a7fe223da84/actividad1[1]
Papa,si,20/04/21,acarreo, ,no, , ,6,35,6,6,estimado,Se realizo con ayuda de movilidad,uuid:a3ea20e3-fa9b-4b39-883c-3a7fe223da84,uuid:a3ea20e3-fa9b-4b39-883c-3a7fe223da84/actividad1[2]
Papa,si,08/07/21,cosecha, ,si,1,otro,12,35,12,8,estimado,Se realizo sin novedad,uuid:2caa9481-ad6b-4a3c-97de-e3c084b25c83,uuid:2caa9481-ad6b-4a3c-97de-e3c084b25c83/actividad1[1]
Papa,si,08/07/21,acarreo, ,no, , ,3,35,3,5,estimado,Se realizo con ayuda de movilidad,uuid:2caa9481-ad6b-4a3c-97de-e3c084b25c83,uuid:2caa9481-ad6b-4a3c-97de-e3c084b25c83/actividad1[2]
Papa,si,03/06/21,cosecha, ,si,2,otro,8,35,8,8,estimado,Se realizo la cosecha en 2 días con 4 personas diarias,uuid:6036ee1e-1c91-4376-8afe-45cbc4eabfdf,uuid:6036ee1e-1c91-4376-8afe-45cbc4eabfdf/actividad1[1]
Papa,si,05/07/21,acarreo, ,no, , ,2,25,2,2,estimado,Se realizo con ayuda de vehículo,uuid:6036ee1e-1c91-4376-8afe-45cbc4eabfdf,uuid:6036ee1e-1c91-4376-8afe-45cbc4eabfdf/actividad1[2]
Papa,si,10/04/21,cosecha, ,si,1,otro,12,35,12,8,estimado,Se realizo la cosecha en 3 días con 4 personas diarias,uuid:d081ce10-23a7-4dbe-aa86-7cec27cb5fac,uuid:d081ce10-23a7-4dbe-aa86-7cec27cb5fac/actividad1[1]
Papa,si,20/04/21,acarreo, ,no, , ,4,30,4,4,estimado,Se realizó con ayuda de movilidad,uuid:d081ce10-23a7-4dbe-aa86-7cec27cb5fac,uuid:d081ce10-23a7-4dbe-aa86-7cec27cb5fac/actividad1[2]
Papa,si,01/04/21,cosecha, ,si,1,otro,4,35,4,8,estimado,Se realizo la cosecha en dos días con dos personas diarias,uuid:1c135f7c-fb51-4034-94c6-9d3a9c4eddcd,uuid:1c135f7c-fb51-4034-94c6-9d3a9c4eddcd/actividad1[1]
Papa,si,08/04/21,acarreo, ,no, , ,2,30,2,2,estimado,Se realizo con ayuda de moto lineal,uuid:1c135f7c-fb51-4034-94c6-9d3a9c4eddcd,uuid:1c135f7c-fb51-4034-94c6-9d3a9c4eddcd/actividad1[2]
Papa,si,08/07/21,cosecha, ,si,1,otro,21,35,21,8,estimado,Se realizó la cosecha en 3 días don 7 personas diarias,uuid:0180dcbe-ca27-4642-9a69-2d91d3a9c304,uuid:0180dcbe-ca27-4642-9a69-2d91d3a9c304/actividad1[1]
Papa,si,24/07/21,acarreo, ,no, , ,3,35,3,5,estimado,Se realizo con ayuda de movilidad,uuid:0180dcbe-ca27-4642-9a69-2d91d3a9c304,uuid:0180dcbe-ca27-4642-9a69-2d91d3a9c304/actividad1[2]
Papa,si,27/07/21,cosecha, ,si,1,otro,20,30,20,7,estimado,Se realizo en 4 días la cosecha con 5 personas diarias,uuid:ef9f170a-c9db-4c2b-bab0-cb8017c50c9e,uuid:ef9f170a-c9db-4c2b-bab0-cb8017c50c9e/actividad1[1]
Papa,si,30/07/21,acarreo, ,no, , ,4,30,4,6,estimado,Se realizo con ayuda de movilidad,uuid:ef9f170a-c9db-4c2b-bab0-cb8017c50c9e,uuid:ef9f170a-c9db-4c2b-bab0-cb8017c50c9e/actividad1[2]
Papa,si,08/06/21,cosecha, ,si,1,otro,28,30,28,7,estimado,Se realizo en 4 días con 7 personas diarias,uuid:1e85146b-8802-4d91-8c33-71447ac5a55e,uuid:1e85146b-8802-4d91-8c33-71447ac5a55e/actividad1[1]
Papa,si,13/06/21,acarreo, ,no, , ,4,30,4,6,estimado,Se realizó con ayuda de movilidad,uuid:1e85146b-8802-4d91-8c33-71447ac5a55e,uuid:1e85146b-8802-4d91-8c33-71447ac5a55e/actividad1[2]
Papa,si,01/09/21,cosecha, ,si,2,otro,24,35,24,8,estimado,Se realizo la cosecha con 8 personas durante 3 días,uuid:1c90e5f1-f528-4fca-a287-39a917dfd537,uuid:1c90e5f1-f528-4fca-a287-39a917dfd537/actividad1[1]
Papa,si,13/09/21,acarreo, ,no, , ,3,35,3,7,estimado,Se realizo con ayuda de movilidad,uuid:1c90e5f1-f528-4fca-a287-39a917dfd537,uuid:1c90e5f1-f528-4fca-a287-39a917dfd537/actividad1[2]
Papa,si,09/07/21,cosecha, ,si,1,otro,16,30,16,8,estimado,Se realizo la cosecha con 8 personas durante 2 días,uuid:7b1785a2-1dd7-4214-8baa-b67d2506ead0,uuid:7b1785a2-1dd7-4214-8baa-b67d2506ead0/actividad1[1]
Papa,si,10/07/21,acarreo, ,no, , ,2,30,2,6,estimado,Se realizo con ayuda de movilidad,uuid:7b1785a2-1dd7-4214-8baa-b67d2506ead0,uuid:7b1785a2-1dd7-4214-8baa-b67d2506ead0/actividad1[2]
Papa,si,15/04/21,cosecha, ,si,1,otro,32,30,32,8,estimado,Se realizo con 10 personas durante 4 días,uuid:3d38cc62-4bad-473a-bf5e-aaed9fdc771a,uuid:3d38cc62-4bad-473a-bf5e-aaed9fdc771a/actividad1[1]
Papa,si,23/04/21,acarreo, ,no, , ,2,30,2,6,estimado,Se realizó con ayuda de movilidad,uuid:3d38cc62-4bad-473a-bf5e-aaed9fdc771a,uuid:3d38cc62-4bad-473a-bf5e-aaed9fdc771a/actividad1[2]
Papa,si,15/08/21,cosecha, ,si,1,otro,40,30,40,8,estimado,Se realizó con 10 personas  durante 4 días,uuid:ee306326-3b38-46a7-be35-ac83b89d917b,uuid:ee306326-3b38-46a7-be35-ac83b89d917b/actividad1[1]
Papa,no,20/08/21,acarreo, ,no, , ,4,30,4,6,estimado,Se realizó con ayuda de movilidad,uuid:ee306326-3b38-46a7-be35-ac83b89d917b,uuid:ee306326-3b38-46a7-be35-ac83b89d917b/actividad1[2]
Papa,si,15/07/21,cosecha, ,si,1,otro,21,30,21,8,estimado,Se realizo con 3 personas diarias durante 7 días,uuid:29aeaa27-23ed-4504-b62a-4652619b10d8,uuid:29aeaa27-23ed-4504-b62a-4652619b10d8/actividad1[1]
Papa,no,21/07/21,acarreo, ,no, , ,2,30,2,4,estimado,Se realizó con ayuda de movilidad,uuid:29aeaa27-23ed-4504-b62a-4652619b10d8,uuid:29aeaa27-23ed-4504-b62a-4652619b10d8/actividad1[2]
Papa,si,21/06/21,cosecha, ,si,1,otro,42,30,42,8,estimado,Se realizó con 7 personas durante 6 días,uuid:be46824e-5508-41d0-adfb-567d190f4e39,uuid:be46824e-5508-41d0-adfb-567d190f4e39/actividad1[1]
